Gene,X5EGGE,X5EQMM,X5GICA,X5N9D6,X5P9GB,X5N9ES,X5P9GS,X5N9E1
PRELID1,1937,2406,1584,2061,6353,5812,1904,1721
MXD3,642,645,847,698,1067,506,558,646
LMAN2,7586,8224,6669,6371,8607,7142,9024,5760
CTD-2301A4.1,0,0,0,0,0,0,6,0
RGS14,3154,4089,1726,1314,1181,644,627,560
SLC34A1,42,207,15,4,2,2,0,5
PFN3,0,6,0,0,0,0,0,0
F12,19684,31116,28,40,54,84,10,3
GRK6,537,838,3457,2834,1946,1615,2153,1887
PRR7-AS1,1,2,27,25,12,6,3,15
PRR7,36,56,51,233,175,270,113,63
DBN1,203,247,2529,1956,2229,1596,11090,7013
RP11-1334A24.5,2,45,66,97,16,17,350,395
PDLIM7,392,1202,7210,4797,1649,856,9302,9106
RP11-1334A24.6,11,4,197,102,14,4,7,8
DOK3,293,180,6218,3333,345,215,353,241
DDX41,2206,2652,3444,2584,3450,2572,6647,4950
FAM193B,5696,8605,9295,13420,9134,9871,13186,16090
RP11-1277A3.3,4,20,30,2,21,43,8,11
TMED9,10230,10923,6630,6755,16891,12777,7746,4105
B4GALT7,2036,1397,1067,741,2359,1661,2508,2201
RP11-1277A3.1,113,116,122,117,147,121,458,534
RP11-1277A3.2,55,36,105,131,129,59,607,570
RP11-1101H11.1,0,0,5,2,0,0,4,6
FAM153A,33,48,384,145,90,38,214,673
RP11-1026M7.2,0,0,1,2,6,0,3,37
RP11-1026M7.3,0,0,0,0,0,0,0,0
RP11-423H2.1,138,622,340,89,446,268,613,550
OR1X5P,0,0,1,0,1,0,0,0
RP11-423H2.5,0,0,0,0,0,1,0,0
RP11-1252I4.2,1,7,5,1,40,13,11,13
RP11-423H2.3,12,105,12,5,383,352,70,237
RP11-423H2.4,0,1,0,1,9,4,3,15
SUDS3P1,2,16,7,6,39,16,31,51
PROP1,0,0,0,0,2,1,0,0
FAM153C,7,5,302,103,127,79,17,134
RP11-889L3.1,83,45,394,116,292,287,441,661
N4BP3,14,8,837,922,113,58,378,144
RMND5B,1377,2124,3307,1537,2412,2251,3482,2846
NHP2,1419,1166,1317,1415,2490,2283,3217,2781
RP11-889L3.4,0,1,2,0,0,2,2,1
GMCL1P1,0,2,0,0,0,0,3,0
HNRNPAB,4301,3235,4487,5344,4442,2343,6566,4864
PHYKPL,4456,7179,3607,3570,2628,2633,8329,10091
COL23A1,47,69,312,168,19,29,71,31
RP11-1259L22.2,57,129,0,0,0,0,0,0
RP11-1259L22.1,0,0,0,0,0,0,0,0
RN7SL646P,0,0,0,0,0,0,0,0
CTB-26E19.1,0,0,2,0,0,0,0,0
CLK4,942,2924,2853,1626,2678,2709,4907,4370
RN7SKP70,2,4,8,3,6,8,3,2
ZNF354A,146,230,862,676,1036,698,1276,1062
AACSP1,0,0,21,2,33,6,0,4
RP11-21I4.3,0,0,0,0,0,0,0,0
RP11-21I4.2,0,0,0,0,0,0,0,1
RP11-21I4.4,0,0,0,0,0,0,0,0
ZNF354B,262,435,657,878,911,722,1882,1777
ZFP2,8,112,164,60,201,131,688,891
RP11-281O15.2,0,0,1,4,0,0,23,32
PIGFP1,1,0,0,1,5,1,12,2
RP11-281O15.8,2,0,2,4,0,17,33,32
ZNF454,4,10,48,85,66,51,395,278
RP11-281O15.4,4,1,6,7,8,15,51,52
GRM6,0,41,24,11,24,51,95,55
RP11-281O15.5,0,0,0,2,0,0,0,1
ZNF879,49,60,145,100,100,121,536,411
ZNF354C,71,186,403,340,399,240,1593,1082
ADAMTS2,1090,3296,6581,4042,2043,684,4548,1959
RP11-443C10.2,0,0,0,0,0,0,0,1
RP11-443C10.1,0,1,0,4,6,0,0,0
RP11-443C10.3,0,0,0,0,0,0,0,0
RP11-798K23.1,0,0,0,0,0,0,0,0
RP11-798K23.4,0,0,0,0,0,2,0,1
RP11-798K23.3,1,0,1,1,1,0,0,0
RP11-798K23.5,9,11,30,20,2,5,20,3
RUFY1,906,2528,3861,2856,3178,2655,5652,3876
PRDX2P3,0,0,19,15,3,2,6,3
RP11-1379J22.2,9,15,34,18,28,23,43,60
HNRNPH1,14280,28918,21633,22287,26035,22978,43888,41291
C5orf60,0,9,1,0,3,3,2,15
RP11-1379J22.7,0,0,0,2,0,0,1,4
